,project_id,pool_id,title,description,pool_startedAt,hasInstructions,mayContainAdultContent,requesterID,requesterTrusted,lang,grade,averageAcceptanceTimeSec,moneyAvgHourly,moneyMed,moneyTop10,moneyMax3,reward
302,89891,33400530,Определите назначение платежа.,"ВНИМАТЕЛЬНО ПРОЧИТАЙТЕ ПОЛНУЮ ИНСТРУКЦИЮ. Вам нужно определить за что выставлен счёт - товары, услуги или что-то иное.",2022-07-06T08:08:23.000Z,1,0,bd6cb424cc3df54d86157dbf4cf8aa0e,0,,4.94,,0.705882,0.0,0.02,,0.0
303,90038,36666486,Посмотрите на точку на экране,В этом задании вам придется несколько раз нажать на выделенную область на экране,2022-12-02T15:42:51.000Z,1,0,c9cc34c2d72952e745e135bf9a3d255a,0,,1.26,57969.0,1.25,0.05,0.05,,0.05
304,90043,33061561,Бесплатный пул для связи с заказчиком Декрукс,"Если у вас нет проблемы со связью с заказчиком, то смело пропускайте этот пул.",2022-04-20T12:20:11.000Z,1,1,94b1d799b1430928f93f72191b1922b5,1,,4.14,,0.0,,,,0.0
305,90258,36501877,Who would you prefer to talk for a long conversation ?,"It is possible to provide additional information after selecting an answer. The template has text and radio buttons, when you select one of them, a set of checkboxes is displayed",2022-11-22T15:52:35.000Z,1,1,2d80fb8407ee93df2dba27b93b611274,0,,,,0.311958,,,,0.0
306,90258,36701692,Who would you prefer to talk for a long conversation ?,"It is possible to provide additional information after selecting an answer. The template has text and radio buttons, when you select one of them, a set of checkboxes is displayed",2022-12-05T06:34:42.000Z,1,1,2d80fb8407ee93df2dba27b93b611274,0,,4.63,,0.4,,,,0.0
307,90258,36704822,Who would you prefer to talk for a long conversation ?,"It is possible to provide additional information after selecting an answer. The template has text and radio buttons, when you select one of them, a set of checkboxes is displayed",2022-12-05T10:25:06.000Z,1,1,2d80fb8407ee93df2dba27b93b611274,0,,4.61,,0.425532,,,,0.0
308,90258,36710421,Who would you prefer to talk for a long conversation ?,"It is possible to provide additional information after selecting an answer. The template has text and radio buttons, when you select one of them, a set of checkboxes is displayed",2022-12-05T17:49:36.000Z,1,1,2d80fb8407ee93df2dba27b93b611274,0,,4.6,,0.439024,,,,0.0
309,90258,36767485,Who would you prefer to talk for a long conversation ?,"It is possible to provide additional information after selecting an answer. The template has text and radio buttons, when you select one of them, a set of checkboxes is displayed",2022-12-09T11:01:22.000Z,1,1,2d80fb8407ee93df2dba27b93b611274,0,,4.63,,0.434782,,,,0.0
310,90258,36767701,Who would you prefer to talk for a long conversation ?,"It is possible to provide additional information after selecting an answer. The template has text and radio buttons, when you select one of them, a set of checkboxes is displayed",2022-12-09T11:01:30.000Z,1,1,2d80fb8407ee93df2dba27b93b611274,0,,4.66,,0.391305,,,,0.0
311,90266,33076599,(new) تقييم الاستجابة لطلب الموسيقى ,"سترى في المهمة طلب بحث عن أغنية أو مغني وصفحة ذات محتوى موسيقي قد تكون جواباً للطلب
يجب تحديد ما إن كان الجواب مرتبطاً بالطلب",2022-04-26T09:25:35.000Z,1,0,d8b31d3d01b4315db0172ab7ca0cf0db,1,,4.83,,1.45946,0.03,0.68,,0.0
312,90306,36391097,DefectRate: Определение проблем в выдаче поиска,Определение проблем в выдаче поиска,2022-11-16T13:17:22.000Z,1,1,347f24987d8fec6d8f78c0a410e2cd94,1,,4.8,55.0,0.627178,0.12,1.04,4.07,0.0
313,90306,36645924,DefectRate: Определение проблем в выдаче поиска,Определение проблем в выдаче поиска,2022-12-01T09:16:23.000Z,1,1,347f24987d8fec6d8f78c0a410e2cd94,1,,4.82,53.0,,0.15,2.03,8.95,0.05
314,90379,33195186,(new) طلب التقييم ,"سترى هنا طلب بحث حقيقي عن موسيقى. وقد ترى أحياناً صفحة ذات محتوى موسيقي، قد يكون الجواب على الطلب.

والمطلوب هو تحديد ما إن كان الجواب مناسباً للطلب (طلب عن أغنية أو مغن معين). في حال وجوده يجب تحديد ما إن كان الجواب المعطى مناسباً أم لا.",2022-05-11T16:59:54.000Z,1,0,d8b31d3d01b4315db0172ab7ca0cf0db,1,,4.66,,1.35849,0.0,0.02,,0.0
315,90591,33535530,Le lien fourni contient-il des coupons?  [FR: Does the provided link contain coupons?],"** Vous avez besoin du VPN de la région France pour effectuer ce projet ** 
Cliquez sur le lien, analysez la page web et décidez :
Le coupon existe ou le coupon n’existe pas sur la page web
",2022-07-03T20:11:23.000Z,1,0,b8867ba0bef402679ca8cf0561e54ba1,0,,4.95,22414.0,0.274809,0.05,0.85,1.55,0.0
316,90591,34212145,Le lien fourni contient-il des coupons?  [FR: Does the provided link contain coupons?],"** Vous avez besoin du VPN de la région France pour effectuer ce projet ** 
Cliquez sur le lien, analysez la page web et décidez :
Le coupon existe ou le coupon n’existe pas sur la page web
",2022-11-10T15:45:34.000Z,1,0,b8867ba0bef402679ca8cf0561e54ba1,0,,4.93,,0.656934,0.05,1.03,1.68,0.0
317,90819,33484577,Видимость объекта на фотографии,"Проверьте, виден ли объект с одной фотографии на другой фотографии",2022-08-18T08:26:47.000Z,1,0,48bbfae4a3e13dc36fdc83db62998214,1,,4.98,,0.878049,0.02,0.1,,0.0
318,90886,33519565,Befinden sich unter dem bereitgestellten Link Coupons? [DE: Does the provided link contain coupons?],"** Für dieses Projekt benötigen Sie ein VPN der Region [German]. ** 
Klicken Sie auf den Link, überprüfen Sie die Webseite, und entscheiden Sie dann:
Auf der Webseite ist ein Coupon vorhanden ODER auf der Webseite ist kein Coupon vorhanden.",2022-06-07T08:53:35.000Z,1,0,b8867ba0bef402679ca8cf0561e54ba1,0,,4.96,,0.661765,0.2,1.39,3.34,0.0
319,90888,33519566,Stimmt der Screenshot des Coupons mit den Informationen des angezeigten Coupons überein? [DE: Does coupon screenshot match the provided coupon's information?] ,"Sehen Sie sich den Screenshot des Coupons an, und vergleichen Sie ihn mit der Couponbeschreibung. Sind sie untereinander abgestimmt?",2022-06-14T11:48:51.000Z,1,0,b8867ba0bef402679ca8cf0561e54ba1,0,,4.78,,0.972973,0.04,0.04,,0.0
320,90902,36777727,Apakah tautan yang disediakan berisi kupon? [IN: Does the provided link contain coupons?],"** Untuk mengerjakan proyek ini, Anda memerlukan VPN dengan IP dari Indonesia **
Klik tautan, buka situs web dan putuskan:
Apakah ada kode promo di situs?",2022-12-10T03:54:46.000Z,1,1,b8867ba0bef402679ca8cf0561e54ba1,0,,4.7,,1.31868,0.02,0.02,,0.0
321,90903,36762626,Dapatkan informasi kupon dari situs web [IN: Get coupon information from websites],"** Anda memerlukan VPN dari wilayah Indonesia untuk melakukan proyek ini **
Tugas Anda adalah membuka situs web tertentu, memeriksa ketersediaan kupon, dan mendapatkan detail hingga lima (5) kupon. Anda perlu menyalin/menempelkan kode kupon dan deskripsi kupon serta melampirkan cuplikan layar kupon dari situs web.
Semua tugas diperiksa dengan cermat dan hanya akan dibayar jika dilakukan dengan benar.
",2022-12-09T02:24:41.000Z,1,1,b8867ba0bef402679ca8cf0561e54ba1,0,,,2050.0,1.6,0.09,0.09,,0.0
322,90903,36778086,Dapatkan informasi kupon dari situs web [IN: Get coupon information from websites],"** Anda memerlukan VPN dari wilayah Indonesia untuk melakukan proyek ini **
Tugas Anda adalah membuka situs web tertentu, memeriksa ketersediaan kupon, dan mendapatkan detail hingga lima (5) kupon. Anda perlu menyalin/menempelkan kode kupon dan deskripsi kupon serta melampirkan cuplikan layar kupon dari situs web.
Semua tugas diperiksa dengan cermat dan hanya akan dibayar jika dilakukan dengan benar.
",2022-12-10T04:45:39.000Z,1,1,b8867ba0bef402679ca8cf0561e54ba1,0,,,2109.0,1.69811,0.2,0.38,,0.0
323,90905,36762879, Apakah cuplikan layar kupon sesuai dengan informasi kupon yang diberikan? [IN: Does coupon screenshot match the provided coupon's information?], Lihat cuplikan layar kupon dan bandingkan dengan deskripsi kupon. Apakah cocok?,2022-12-09T03:01:23.000Z,1,1,b8867ba0bef402679ca8cf0561e54ba1,0,,4.7,,2.43243,0.0,0.02,,0.0
324,90907,33519556,¿La captura de pantalla del cupón coincide con la información proporcionada del cupón? [ES: Does coupon screenshot match the provided coupon's information?],Mire la captura de pantalla del cupón y compárela con la descripción del cupón. ¿Coinciden?,2022-06-07T08:55:16.000Z,1,0,b8867ba0bef402679ca8cf0561e54ba1,0,,4.77,,0.972973,0.04,0.15,,0.0
325,90908,33519555,¿El vínculo proporcionado contiene cupones? [ES: Does the provided link contain coupons?],"** Necesita una VPN de la región España para realizar este proyecto ** 
Haga clic en el vínculo, examine la página web y decida:
El cupón existe O el cupón no existe en la página web
",2022-09-28T17:35:29.000Z,1,0,b8867ba0bef402679ca8cf0561e54ba1,0,,4.93,,0.633803,0.05,0.96,1.8,0.0
326,91066,33379420,Написать номер на упаковке,Посмотрите на фото и напишите номера регистрации товара на упаковке,2022-11-21T07:49:53.000Z,1,0,0d0f8804cdf7478881b3d99973a3cae2,0,,4.82,,0.313043,0.01,0.04,,0.0
327,91087,36767742,Does the provided link contain coupons? (Canada),"** You need VPN of the Canada region to do this project ** 
Click the link, scan the web-page and decide:
Coupon exist OR coupon does not exist in web-page
",2022-12-09T10:37:56.000Z,1,0,b8867ba0bef402679ca8cf0561e54ba1,0,,4.97,,1.77632,0.15,0.45,,0.0
328,91088,33593179, La capture d’écran du coupon correspond-elle aux informations du coupon fourni ?,Regardez la capture d’écran du coupon et comparez-la à la description du coupon. Correspondent-ils ?,2022-06-14T11:46:58.000Z,1,0,b8867ba0bef402679ca8cf0561e54ba1,0,,4.86,,0.791209,0.04,0.2,,0.0
329,91289,36768209,Get coupon information from websites (Canada)," ** You need VPN of the Canada region to do this project ** 
Your task is to go to a specified website, check for coupon availability, and get the details of up to five (5) coupons. You will need to copy/paste both the coupon code and the coupon description and attach a screenshot of the coupon from the website.

All tasks are checked carefully and will be paid only if done correctly.",2022-12-09T11:19:06.000Z,1,0,b8867ba0bef402679ca8cf0561e54ba1,0,,,3202.0,1.33333,0.1,0.2,,0.0
330,91290,36716766,Does coupon screenshot match the provided coupon's information? (Canada),Look at the coupon's screenshot and compare it with coupon description. Do they match?,2022-12-06T05:52:37.000Z,1,0,b8867ba0bef402679ca8cf0561e54ba1,0,,4.97,,1.7561,0.12,0.27,,0.0
331,91291,36768077,Does the provided link contain coupons? (United Kingdom),"** You need VPN of the United Kingdom region to do this project ** 
Click the link, scan the web-page and decide:
Coupon exist OR coupon does not exist in web-page
",2022-12-09T11:09:39.000Z,1,1,b8867ba0bef402679ca8cf0561e54ba1,0,,4.95,,0.573249,0.05,0.15,,0.0
332,91296,36719771,Does coupon screenshot match the provided coupon's information? (Australia),Look at the coupon's screenshot and compare it with coupon description. Do they match?,2022-12-06T10:07:53.000Z,1,0,b8867ba0bef402679ca8cf0561e54ba1,0,,4.9,,1.71429,0.04,0.12,,0.0
333,91296,36774486,Does coupon screenshot match the provided coupon's information? (Australia),Look at the coupon's screenshot and compare it with coupon description. Do they match?,2022-12-09T21:49:04.000Z,1,0,b8867ba0bef402679ca8cf0561e54ba1,0,,4.9,,1.8,0.07,0.12,,0.0
334,91297,33202270,Does the provided link contain coupons? (India),"** You need VPN of the India region to do this project ** 
Click the link, scan the web-page and decide:
Coupon exist OR coupon does not exist in web-page
",2022-05-12T22:58:00.000Z,1,0,b8867ba0bef402679ca8cf0561e54ba1,0,,4.93,,0.491803,0.15,0.15,,0.0
335,91298,36672643,Get coupon information from websites (India)," ** You need VPN of the India region to do this project ** 
Your task is to go to a specified website, check for coupon availability, and get the details of up to five (5) coupons. You will need to copy/paste both the coupon code and the coupon description and attach a screenshot of the coupon from the website.

All tasks are checked carefully and will be paid only if done correctly.",2022-12-03T02:51:53.000Z,1,1,b8867ba0bef402679ca8cf0561e54ba1,0,,,3648.0,1.42292,0.1,0.1,,0.0
336,91298,36773166,Get coupon information from websites (India)," ** You need VPN of the India region to do this project ** 
Your task is to go to a specified website, check for coupon availability, and get the details of up to five (5) coupons. You will need to copy/paste both the coupon code and the coupon description and attach a screenshot of the coupon from the website.

All tasks are checked carefully and will be paid only if done correctly.",2022-12-09T19:02:16.000Z,1,1,b8867ba0bef402679ca8cf0561e54ba1,0,,,3439.0,1.38996,0.1,0.2,,0.0
337,91299,36672851,Does coupon screenshot match the provided coupon's information? (India),Look at the coupon's screenshot and compare it with coupon description. Do they match?,2022-12-03T03:29:58.000Z,1,0,b8867ba0bef402679ca8cf0561e54ba1,0,,4.92,,1.89474,0.04,0.12,,0.0
338,91299,36773757,Does coupon screenshot match the provided coupon's information? (India),Look at the coupon's screenshot and compare it with coupon description. Do they match?,2022-12-09T20:06:47.000Z,1,0,b8867ba0bef402679ca8cf0561e54ba1,0,,5.0,,1.73494,0.04,0.12,,0.0
339,92859,33379158,Entity linking judgement,"Determine if the given entity is an important topic of the web-page or not
This task uses external web site for labeling.
Regular payment per page is $0.04.
Pays more to more experienced workers.
To access paid work, training and qualification test should be passed.
",2022-12-07T10:44:09.000Z,1,1,09e64c6476eda66a88106fc43b0cf680,0,,,,0.0,0.0,0.0,2.88,0.0
340,93159,33570893,تحديد (تمييز) الدلالات في الطلبات الموسيقية,اعثروا في نص الطلب على المعلومات التي تتعلق بالدلالات المختلفة، وقوموا بتحديدها (تمييزها) بالألوان المخصصة لها,2022-05-23T09:01:09.000Z,1,0,d8b31d3d01b4315db0172ab7ca0cf0db,1,,,,0.588556,0.0,0.06,,0.0
341,93167,33425110,Does the provided link contain coupons? (New Zealand),"** You need VPN of the New Zealand region to do this project ** 
Click the link, scan the web-page and decide:
Coupon exist OR coupon does not exist in web-page
",2022-05-13T15:03:11.000Z,1,0,b8867ba0bef402679ca8cf0561e54ba1,0,,4.95,,0.576923,0.05,0.1,,0.0
342,93218,36763981,Get coupon information from websites (New Zealand)," ** You need VPN of the New Zealand region to do this project ** 
Your task is to go to a specified website, check for coupon availability, and get the details of up to five (5) coupons. You will need to copy/paste both the coupon code and the coupon description and attach a screenshot of the coupon from the website.

All tasks are checked carefully and will be paid only if done correctly.",2022-12-09T05:19:17.000Z,1,1,b8867ba0bef402679ca8cf0561e54ba1,0,,,2389.0,1.21622,0.1,0.18,,0.0
343,93220,36779850,Does coupon screenshot match the provided coupon's information? (New Zealand),Look at the coupon's screenshot and compare it with coupon description. Do they match?,2022-12-10T08:05:24.000Z,1,0,b8867ba0bef402679ca8cf0561e54ba1,0,,,,1.67442,0.04,0.12,,0.0
344,93627,34012325,Это товар для домашних животных? 🐾,Ответьте на вопросы о товаре для домашних животных 😺🐶,2022-10-27T08:38:29.000Z,1,0,0d0f8804cdf7478881b3d99973a3cae2,0,,4.61,,0.416988,0.0,0.09,1.47,0.0
345,93836,36414248,Capture the screen of another phone on video (2 SMARTPHONES NEEDED),You need to run the proposed video on your smartphone and shoot it on the camera as in the example.,2022-12-09T06:25:51.000Z,1,1,d110f9fcd12deb90ed5f5a0378d72b4b,0,EN,4.69,45708.0,0.710526,0.01,0.08,,0.0
346,93986,33577409,סיווג תמונה,"עליך לבחור את הקטגוריות שהתמונה מתאימה אליהן
",2022-06-21T07:22:39.000Z,1,1,fa517ea3113e489138d249ff9844f572,1,,4.93,,1.4026,0.12,0.97,1.9,0.0
347,94379,33793731,Выделите сумму НДС (Обучение),"Посмотрите внимательно на счёт и определите есть ли НДС. Если да, то выделите сумму НДС. ",2022-06-06T08:33:38.000Z,1,0,bd6cb424cc3df54d86157dbf4cf8aa0e,0,,4.93,,0.0,,,,0.0
348,94892,34183287,[Toloka] מבחן בהבנת השפה העברית,"השלמת המבחן תזכה במשימות נוספות בתשלום
השלמת המבחן בהצלחה תפתח בפניכם משימות אשר פתוחות למשתמשים עם כישורי שפה מאומתים",2022-07-04T06:44:37.000Z,1,0,71daea4cffae4488067aebfb6583914a,0,EN,,,0.0,,,,0.0
349,95270,33919666,Сверка с целевым номером термосумки,"Определить, совпадает ли номер на фотографии с эталонным номером",2022-07-12T15:43:29.000Z,1,0,a3009e6adeebc15d71eb9b9b4431bf94,1,,4.99,,0.0,0.02,0.07,0.31,0.0
350,95270,36761296,Сверка с целевым номером термосумки,"Определить, совпадает ли номер на фотографии с эталонным номером",2022-12-08T23:18:04.000Z,1,0,a3009e6adeebc15d71eb9b9b4431bf94,1,,4.98,,1.71429,0.02,0.06,,0.0
351,95270,36761840,Сверка с целевым номером термосумки,"Определить, совпадает ли номер на фотографии с эталонным номером",2022-12-09T00:28:39.000Z,1,0,a3009e6adeebc15d71eb9b9b4431bf94,1,,4.98,,1.71429,0.02,0.06,,0.0
352,95456,33721532,Выбор лучшего перевода [ru->it],"Помогите нам понять, какой из двух переводов исходного предложения лучше.",2022-10-05T16:15:09.000Z,1,1,b4e4d09c6bbee0fb99813d53d082e4b0,1,,4.93,,1.07784,0.0,0.15,,0.0
353,95502,33736084,🎒Проверка фотографий термосумок в Израиле,Проверьте фотографию термокороба сервиса доставки еды из Израиля и определите его бренд,2022-06-08T08:31:38.000Z,1,1,a3282ce423d851554cbbaf40884fc35e,1,,5.0,,0.0,,,,0.0
354,95819,33750603,🚕 Проверка светового короба,Помогите нам проверить наличие и состояние светового короба по фотографиям машины такси,2022-06-03T10:08:26.000Z,1,0,ac857b8ce02e84e737917295da49bee1,1,,4.85,,0.0,,,,0.0
355,96098,34228384,Указать пол для одежды,В данном задании нужно указать для какого пола предназначена одежда,2022-07-04T20:23:56.000Z,1,0,ff1b1339edbf3473004401b00e3e7a74,0,,4.8,,0.0,,,,0.0
356,96291,36762152,📋📣Rate the answer of the voice assistant📣📋,"In this task, you need to evaluate the answer of the voice assistant. Task in Arabic",2022-12-09T01:24:10.000Z,1,0,d8b31d3d01b4315db0172ab7ca0cf0db,1,,4.59,,0.738461,0.08,0.63,2.57,0.0
357,96291,36764738,📋📣Rate the answer of the voice assistant📣📋,"In this task, you need to evaluate the answer of the voice assistant. Task in Arabic",2022-12-09T06:35:15.000Z,1,0,d8b31d3d01b4315db0172ab7ca0cf0db,1,,4.59,,0.770053,0.08,0.63,2.57,0.0
358,96291,36764914,📋📣Rate the answer of the voice assistant📣📋,"In this task, you need to evaluate the answer of the voice assistant. Task in Arabic",2022-12-09T06:45:19.000Z,1,0,d8b31d3d01b4315db0172ab7ca0cf0db,1,,4.59,,0.770053,0.08,0.63,2.57,0.0
359,96291,36767640,📋📣Rate the answer of the voice assistant📣📋,"In this task, you need to evaluate the answer of the voice assistant. Task in Arabic",2022-12-09T10:27:28.000Z,1,0,d8b31d3d01b4315db0172ab7ca0cf0db,1,,4.58,,0.782609,0.08,1.11,3.84,0.0
360,96416,33965753,Проверка политичности,Экзамен проверки политичности,2022-07-28T12:12:51.000Z,1,0,952e5619e420d3872f88fa12cdc99bfc,1,,4.88,,0.521739,0.03,0.12,,0.0
361,97655,34127056,Оценка правильности категории,Экзамен проекта,2022-06-28T05:29:57.000Z,1,0,7ac34d663979a582df7edbd3a18e792a,1,RU,4.82,,0.378948,0.0,0.13,3.22,0.0
362,97655,34620720,Оценка правильности категории,Exam for the project,2022-07-29T06:12:34.000Z,1,0,7ac34d663979a582df7edbd3a18e792a,1,RU,4.82,,0.378948,0.0,0.13,3.22,0.0
363,97666,34472020,Take a selfie,Take a picture of yourself with your phone's front camera,2022-11-18T14:13:29.000Z,1,0,c69b008e44d038469bf39335173dce31,0,,4.38,259417.0,0.475248,0.06,0.09,,0.0
364,97833,33967811,Should the sentence be translated? [en],You need to determine if the sentence needs to be translated or left untranslated,2022-11-17T10:51:11.000Z,1,0,b4e4d09c6bbee0fb99813d53d082e4b0,1,,4.78,,0.9,,,,0.0
365,97842,36777376,🌼 Does the user want to buy something?,"This is a quality measurement project 🌼 . You have access to this project, because you have already participate in the baseline projects of this requester and have a sufficient score of ""Cross-project skill: All projects"". Please be attentive to these tasks, the results will be used to measure data quality.",2022-12-10T03:07:54.000Z,1,1,56234ae50f38fe52ea19d25085e18895,1,,4.91,,0.61875,0.14,0.14,,0.0
366,98340,34798621,Инфоплотность сниппета документа,"Разметка небольшого текста на категории. Этот обучающее задание, перед выполнением внимательно прочтите инструкцию.",2022-10-14T12:34:36.000Z,1,1,347f24987d8fec6d8f78c0a410e2cd94,1,,4.64,,0.55814,0.08,0.08,,0.08
367,98530,34344262,Сhoose how good the answer to the music query - Task in arabic,"سترى في المهمة طلب بحث عن مقطوعة أو مغنٍ أو مجموعة موسيقية وصفحة ذات محتوى موسيقي مرتبط بطلب الاستعلام وقد تكون الإجابة المطلوبة لطلب الاستعلام هذا.
يجب عليك تمييز الإجابة الجيدة من الإجابة التي لا بأس بها.",2022-07-12T10:23:24.000Z,1,0,d8b31d3d01b4315db0172ab7ca0cf0db,1,,4.57,,2.76923,0.04,0.13,,0.0
368,98610,36237899,Повторяющиеся товары,"Посмотрите на карточки товаров слева и справа и определите, описывают ли они один и тот же товар.",2022-11-23T16:07:30.000Z,1,1,da7ee587ec8fdfcb873267764a28aa20,1,,4.85,,1.46512,0.06,0.76,2.36,0.0
369,98696,36752288,Get snapshot of all coupons,Check if website contains coupons and take a clear snapshot for every coupon,2022-12-10T09:20:44.000Z,1,0,b9e777ac936fd8bf33c538fc5c4f5c05,0,,4.05,15744.0,0.350365,0.0,0.08,,0.0
370,99085,34104794,How many coupons ?,check how many coupons in each given url,2022-12-04T16:58:38.000Z,1,0,b9e777ac936fd8bf33c538fc5c4f5c05,0,,4.76,,0.0,,,,0.0
371,99097,36634243,Binary legal documents markup,You have to decide is a given topic related to the main paragraph.,2022-11-30T14:56:00.000Z,1,1,46f89a3797a8bff3106145d8f50dfc2a,1,,4.78,,0.0,0.16,1.08,2.99,0.0
372,99188,36549986,Снять видео для примерки одежды,"Пожалуйста, читайте внимательно инструкцию. Видео-пример https://disk.yandex.com/i/uxjbDTex1duxGw",2022-12-09T15:13:18.000Z,1,1,d7c30a7d8be0e1125025fe027d54a9d7,0,,,124987.0,1.24138,0.06,0.08,,0.08
373,99192,36763236,Extract offer details ,we will give you a snapshot and you need to extract all important info,2022-12-09T16:32:28.000Z,1,0,b9e777ac936fd8bf33c538fc5c4f5c05,0,,4.62,4716.0,0.472303,0.04,0.36,1.16,0.0
374,99192,36773714,Extract offer details ,we will give you a snapshot and you need to extract all important info,2022-12-10T07:26:05.000Z,1,0,b9e777ac936fd8bf33c538fc5c4f5c05,0,,4.61,6969.0,0.455056,0.04,0.36,1.16,0.0
375,99373,34136313,Is the given information match the screenshot (updated),we will give you a screenshot and some information and you need to confirm if the information matches the given screenshot or not,2022-12-09T10:40:32.000Z,1,0,b9e777ac936fd8bf33c538fc5c4f5c05,0,,4.82,,0.0,0.0,0.08,0.7,0.0
376,99373,36762020,Is the given information match the screenshot (updated),we will give you a screenshot and some information and you need to confirm if the information matches the given screenshot or not,2022-12-09T01:00:33.000Z,1,1,b9e777ac936fd8bf33c538fc5c4f5c05,0,,4.83,136.0,0.458599,,,,0.0
377,99373,36766060,Is the given information match the screenshot (updated),we will give you a screenshot and some information and you need to confirm if the information matches the given screenshot or not,2022-12-09T08:20:26.000Z,1,1,b9e777ac936fd8bf33c538fc5c4f5c05,0,,4.81,132.0,0.473684,0.0,0.08,0.7,0.0
378,99373,36766923,Is the given information match the screenshot (updated),we will give you a screenshot and some information and you need to confirm if the information matches the given screenshot or not,2022-12-09T09:26:00.000Z,1,1,b9e777ac936fd8bf33c538fc5c4f5c05,0,,4.82,114.0,0.467532,0.0,0.08,0.7,0.0
379,99373,36767770,Is the given information match the screenshot (updated),we will give you a screenshot and some information and you need to confirm if the information matches the given screenshot or not,2022-12-09T11:27:04.000Z,1,1,b9e777ac936fd8bf33c538fc5c4f5c05,0,,4.81,107.0,0.473684,0.0,0.08,0.7,0.0
380,99373,36769411,Is the given information match the screenshot (updated),we will give you a screenshot and some information and you need to confirm if the information matches the given screenshot or not,2022-12-09T13:16:02.000Z,1,1,b9e777ac936fd8bf33c538fc5c4f5c05,0,,4.81,107.0,0.461538,0.0,0.08,0.7,0.0
381,99373,36777031,Is the given information match the screenshot (updated),we will give you a screenshot and some information and you need to confirm if the information matches the given screenshot or not,2022-12-10T02:13:53.000Z,1,1,b9e777ac936fd8bf33c538fc5c4f5c05,0,,4.8,106.0,0.467532,0.0,0.08,0.7,0.0
382,99373,36778877,Is the given information match the screenshot (updated),we will give you a screenshot and some information and you need to confirm if the information matches the given screenshot or not,2022-12-10T06:26:17.000Z,1,1,b9e777ac936fd8bf33c538fc5c4f5c05,0,,4.79,105.0,0.470588,0.0,0.08,0.7,0.0
383,99373,36780301,Is the given information match the screenshot (updated),we will give you a screenshot and some information and you need to confirm if the information matches the given screenshot or not,2022-12-10T08:40:43.000Z,1,1,b9e777ac936fd8bf33c538fc5c4f5c05,0,,4.79,101.0,0.461538,0.0,0.06,,0.0
384,99388,36058150,Является ли товар альтернативой другому?,"Укажите, может ли товар быть альтернативой другому",2022-11-10T11:37:31.000Z,1,1,da7ee587ec8fdfcb873267764a28aa20,1,,4.95,,0.0,0.02,0.04,0.08,0.0
385,99453,34148468,Classify advertiser's keyword relevance to search query [Learning],Complete a 15-minute quiz to get access to a daily project with up to $0.1 payment per task,2022-08-08T23:40:23.000Z,1,1,590fb2001662aa37ac9acec70ea25e27,0,,,,0.0,,,,0.0
386,99461,34665752,Classify advertiser's keyword relevance to search query,"This is the FIRST out of THREE stages before entering regular high-paid tasks. Each stage consists of a training and an exam. This is your first exam: you have a limited amount of attempts, so think carefully before submitting your answers. REMEMBER TO READ THE INSTRUCTIONS BEFORE STARTING.

Review pairs of search queries & advertiser keywords and classify the relevance into 4 possible classes: Excellent, Good, Fair, and Bad.",2022-08-08T23:56:56.000Z,1,1,590fb2001662aa37ac9acec70ea25e27,0,,4.66,51290.0,0.950943,0.1,0.36,1.82,0.0
387,99461,34665821,Classify advertiser's keyword relevance to search query,"This is the SECOND out of THREE stages before entering regular high-paid tasks. Each stage consists of a training and an exam. This is your second training: here you can submit several tasks and measure your knowledge before entering the exam. REMEMBER TO READ THE INSTRUCTIONS BEFORE STARTING.

Review pairs of search queries & advertiser keywords and classify the relevance into 4 possible classes: Excellent, Good, Fair, and Bad.",2022-08-25T23:31:59.000Z,1,1,590fb2001662aa37ac9acec70ea25e27,0,,4.66,,0.338346,0.09,0.42,0.97,0.0
388,99461,34665899,Classify advertiser's keyword relevance to search query,"This is the SECOND out of THREE stages before entering regular high-paid tasks. Each stage consists of a training and an exam. This is your second exam: you have a limited amount of attempts, so think carefully before submitting your answers. REMEMBER TO READ THE INSTRUCTIONS BEFORE STARTING.

Review pairs of search queries & advertiser keywords and classify the relevance into 4 possible classes: Excellent, Good, Fair, and Bad.",2022-10-14T11:04:34.000Z,1,1,590fb2001662aa37ac9acec70ea25e27,0,,4.66,50858.0,0.947368,0.09,0.42,0.97,0.0
389,99461,34665980,Classify advertiser's keyword relevance to search query,"This is the THIRD out of THREE stages before entering regular high-paid tasks. Each stage consists of a training and an exam. This is your third training: here you can submit several tasks and measure your knowledge before entering the exam. REMEMBER TO READ THE INSTRUCTIONS BEFORE STARTING.

Review pairs of search queries & advertiser keywords and classify the relevance into 4 possible classes: Excellent, Good, Fair, and Bad.",2022-08-25T23:32:12.000Z,1,1,590fb2001662aa37ac9acec70ea25e27,0,,4.66,,0.338346,0.09,0.42,0.97,0.0
